date,close
2017-05-08,48880.3606
2017-05-09,48894.2481
2017-05-10,48897.3731
2017-05-11,48760.9333
2017-05-12,48615.6917
2017-05-15,48890.5158
2017-05-16,48823.7863
2017-05-17,48025.929
2017-05-18,48228.6677
2017-05-19,48559.3321
2017-05-22,48849.653
2017-05-23,48786.9206
2017-05-24,48953.5672
2017-05-25,49275.6487
2017-05-26,49283.7526
2017-05-30,49201.8651
2017-05-31,49275.6019
2017-06-01,49732.9765
2017-06-02,49938.7408
2017-06-05,49823.0084
2017-06-06,49585.051
2017-06-07,49661.3437
2017-06-08,49685.6673
2017-06-09,49595.6918
2017-06-12,49501.1433
2017-06-13,49810.136
2017-06-14,49737.3455
2017-06-15,49647.9552
2017-06-16,49627.2685
2017-06-19,50062.5789
2017-06-20,49733.8267
2017-06-21,49739.8272
2017-06-22,49734.8453
2017-06-23,49842.886
2017-06-26,49873.0111
2017-06-27,49439.0766
2017-06-28,49856.4099
2017-06-29,49392.083099999996
2017-06-30,49490.3942
2017-07-03,49609.9141
2017-07-05,49596.7889
2017-07-06,49135.2776
2017-07-07,49543.7878
2017-07-10,49583.924100000004
2017-07-11,49521.3393
2017-07-12,49908.6141
2017-07-13,49989.7865
2017-07-14,50221.6703
2017-07-17,50305.9835
2017-07-18,50279.8565
2017-07-19,50577.9679
2017-07-20,50524.0554
2017-07-21,50573.9433
2017-07-24,50559.6678
2017-07-25,50622.3293
2017-07-26,50598.3763
2017-07-27,50450.8116
2017-07-28,50461.625
2017-07-31,50393.0798
2017-08-01,50468.5727
2017-08-02,50375.6334
2017-08-03,50243.2501
2017-08-04,50312.3077
2017-08-07,50397.7802
2017-08-08,50242.2224
2017-08-09,50098.026
2017-08-10,49308.9506
2017-08-11,49396.3789
2017-08-14,49886.098
2017-08-15,49791.0761
2017-08-16,49921.7174
2017-08-17,49167.9744
2017-08-18,49054.5007
2017-08-21,49086.8545
2017-08-22,49595.1315
2017-08-23,49391.4981
2017-08-24,49335.4793
2017-08-25,49398.2527
2017-08-28,49371.4179
2017-08-29,49410.398
2017-08-30,49707.0587
2017-08-31,50062.7348
2017-09-01,50215.8331
2017-09-05,49873.2339
2017-09-06,49985.3583
2017-09-07,50018.5168
2017-09-08,50052.8387
2017-09-11,50518.1035
2017-09-12,50652.1002
2017-09-13,50618.5072
2017-09-14,50615.0501
2017-09-15,50560.2936
2017-09-18,50616.6393
2017-09-19,50514.4138
2017-09-20,50613.5003
2017-09-21,50494.423
2017-09-22,50562.7088
2017-09-25,50467.3172
2017-09-26,50490.1462
2017-09-27,50702.4034
2017-09-28,50760.7906
2017-09-29,51011.391
2017-10-02,51241.287299999996
2017-10-03,51349.1277
2017-10-04,51506.4719
2017-10-05,51768.6819
2017-10-06,51746.8341
2017-10-09,51612.068
2017-10-10,51671.7972
2017-10-11,51777.1606
2017-10-12,51828.071
2017-10-13,51898.1316
2017-10-16,51913.4397
2017-10-17,51954.1825
2017-10-18,51971.0167
2017-10-19,52019.4072
2017-10-20,52327.5225
2017-10-23,52117.5465
2017-10-24,52139.0325
2017-10-25,51864.9611
2017-10-26,51945.4087
2017-10-27,52223.7025
2017-10-30,52026.5482
2017-10-31,52142.2834
2017-11-01,52149.6881
2017-11-02,52190.0796
2017-11-03,52298.444
2017-11-06,52398.9692
2017-11-07,52130.6025
2017-11-08,52252.1518
2017-11-09,52057.43
2017-11-10,52025.4
2017-11-13,52130.36
2017-11-14,52121.23
2017-11-15,51836.26
2017-11-16,52297.91
2017-11-17,52257.41
2017-11-20,52336.0
2017-11-21,52592.18
2017-11-22,52550.13
2017-11-24,52645.05
2017-11-27,52672.07
2017-11-28,53162.33
2017-11-29,53186.2
2017-11-30,53597.840000000004
2017-12-01,53369.57
2017-12-04,53282.76
2017-12-05,53146.67
2017-12-06,53124.04
2017-12-07,53386.55
2017-12-08,53701.22
2017-12-11,53693.27
2017-12-12,53681.71
2017-12-13,53675.11
2017-12-14,53426.35
2017-12-15,53909.83
2017-12-18,54244.24
2017-12-19,54075.340000000004
2017-12-20,54016.24
2017-12-21,54038.42
2017-12-22,54059.409999999996
2017-12-26,54097.96
2017-12-27,54131.72
2017-12-28,54277.01
2017-12-29,53980.31
2018-01-02,54425.02
2018-01-03,54878.35
2018-01-04,55010.155
2018-01-05,55410.53
2018-01-08,55593.75
2018-01-09,55695.995
2018-01-10,55534.619
2018-01-11,55951.295
2018-01-12,56383.57
2018-01-16,56133.409999999996
2018-01-17,56661.7
2018-01-18,56539.05
2018-01-19,56878.675
2018-01-22,57227.29
2018-01-23,57467.1
2018-01-24,57525.98
2018-01-25,57639.41
2018-01-26,58189.27
2018-01-29,57793.895
2018-01-30,57239.435
2018-01-31,57230.93
2018-02-01,57005.090000000004
2018-02-02,55907.53
2018-02-05,53839.215000000004
2018-02-06,54625.42
2018-02-07,54419.915
